,pair_ID,a,b,ambiguous,template
1591,522,The manager will talk to any sales manager that finishes the project.,The manager will be talking to any sales manager that finishes the project.,True,1_RC_ambig_3
1592,523,The boss will talk to any sales manager that finishes the project.,The boss will be talking to any sales manager that finishes the project.,True,1_RC_ambig_3
1593,524,The manager will call any sales manager that finishes the project.,The manager will be calling any sales manager that finishes the project.,True,1_RC_ambig_3
1594,525,The team leader will speak to any sales manager that finishes the project.,The team leader will be speaking to any sales manager that finishes the project.,True,1_RC_ambig_3
1595,526,The manager will call any engineer that finishes the project.,The manager will be calling any engineer that finishes the project.,True,1_RC_ambig_3
1596,527,The boss will call any engineer that finishes the project.,The boss will be calling any engineer that finishes the project.,True,1_RC_ambig_3
1597,528,The team leader will call any employee that finishes the project.,The team leader will be calling any employee that finishes the project.,True,1_RC_ambig_3
1598,529,The boss will talk to any employee that finishes the project.,The boss will be talking to any employee that finishes the project.,True,1_RC_ambig_3
1599,530,The manager will speak to any employee that finishes the project.,The manager will be speaking to any employee that finishes the project.,True,1_RC_ambig_3
1600,531,The team leader will talk to any sales manager that finishes the project.,The team leader will be talking to any sales manager that finishes the project.,True,1_RC_ambig_3
1601,532,The team leader will speak to any engineer that finishes the project.,The team leader will be speaking to any engineer that finishes the project.,True,1_RC_ambig_3
1602,533,The boss will speak to any engineer that finishes the project.,The boss will be speaking to any engineer that finishes the project.,True,1_RC_ambig_3
1603,534,The boss will call any sales manager that finishes the project.,The boss will be calling any sales manager that finishes the project.,True,1_RC_ambig_3
1604,535,The manager will talk to any engineer that finishes the project.,The manager will be talking to any engineer that finishes the project.,True,1_RC_ambig_3
1605,536,The team leader will call any engineer that finishes the project.,The team leader will be calling any engineer that finishes the project.,True,1_RC_ambig_3
1606,537,The boss will speak to any employee that finishes the project.,The boss will be speaking to any employee that finishes the project.,True,1_RC_ambig_3
1607,538,The manager will speak to any sales manager that finishes the project.,The manager will be speaking to any sales manager that finishes the project.,True,1_RC_ambig_3
1608,539,The team leader will call any sales manager that finishes the project.,The team leader will be calling any sales manager that finishes the project.,True,1_RC_ambig_3
1609,540,The photographer will go to any town that recovers from the pandemic.,The photographer will be going to any town that recovers from the pandemic.,True,1_RC_ambig_3
1610,541,Todd will fly to any city that recovers from the pandemic.,Todd will be flying to any city that recovers from the pandemic.,True,1_RC_ambig_3
1611,542,The photographer will leave for any country that recovers from the pandemic.,The photographer will be leaving for any country that recovers from the pandemic.,True,1_RC_ambig_3
1612,543,The photographer will fly to any city that recovers from the pandemic.,The photographer will be flying to any city that recovers from the pandemic.,True,1_RC_ambig_3
1613,544,Mario will leave for any country that recovers from the pandemic.,Mario will be leaving for any country that recovers from the pandemic.,True,1_RC_ambig_3
1614,545,The photographer will leave for any city that recovers from the pandemic.,The photographer will be leaving for any city that recovers from the pandemic.,True,1_RC_ambig_3
1615,546,The photographer will fly to any country that recovers from the pandemic.,The photographer will be flying to any country that recovers from the pandemic.,True,1_RC_ambig_3
1616,547,Mario will go to any town that recovers from the pandemic.,Mario will be going to any town that recovers from the pandemic.,True,1_RC_ambig_3
1617,548,Mario will fly to any country that recovers from the pandemic.,Mario will be flying to any country that recovers from the pandemic.,True,1_RC_ambig_3
1618,549,Mario will leave for any city that recovers from the pandemic.,Mario will be leaving for any city that recovers from the pandemic.,True,1_RC_ambig_3
1619,550,Mario will fly to any town that recovers from the pandemic.,Mario will be flying to any town that recovers from the pandemic.,True,1_RC_ambig_3
1620,551,The photographer will go to any city that recovers from the pandemic.,The photographer will be going to any city that recovers from the pandemic.,True,1_RC_ambig_3
1621,552,Todd will go to any town that recovers from the pandemic.,Todd will be going to any town that recovers from the pandemic.,True,1_RC_ambig_3
1622,553,Mario will leave for any town that recovers from the pandemic.,Mario will be leaving for any town that recovers from the pandemic.,True,1_RC_ambig_3
1623,554,Todd will leave for any country that recovers from the pandemic.,Todd will be leaving for any country that recovers from the pandemic.,True,1_RC_ambig_3
1624,555,Mario will go to any country that recovers from the pandemic.,Mario will be going to any country that recovers from the pandemic.,True,1_RC_ambig_3
1625,556,Todd will leave for any city that recovers from the pandemic.,Todd will be leaving for any city that recovers from the pandemic.,True,1_RC_ambig_3
1626,557,Mario will go to any city that recovers from the pandemic.,Mario will be going to any city that recovers from the pandemic.,True,1_RC_ambig_3
1627,558,Todd will leave for any town that recovers from the pandemic.,Todd will be leaving for any town that recovers from the pandemic.,True,1_RC_ambig_3
1628,559,The photographer will leave for any town that recovers from the pandemic.,The photographer will be leaving for any town that recovers from the pandemic.,True,1_RC_ambig_3
1629,560,Todd will fly to any town that recovers from the pandemic.,Todd will be flying to any town that recovers from the pandemic.,True,1_RC_ambig_3
1630,561,Todd will go to any city that recovers from the pandemic.,Todd will be going to any city that recovers from the pandemic.,True,1_RC_ambig_3
1631,562,Todd will fly to any country that recovers from the pandemic.,Todd will be flying to any country that recovers from the pandemic.,True,1_RC_ambig_3
1632,563,Todd will go to any country that recovers from the pandemic.,Todd will be going to any country that recovers from the pandemic.,True,1_RC_ambig_3
1633,564,The photographer will fly to any town that recovers from the pandemic.,The photographer will be flying to any town that recovers from the pandemic.,True,1_RC_ambig_3
1634,565,Mario will fly to any city that recovers from the pandemic.,Mario will be flying to any city that recovers from the pandemic.,True,1_RC_ambig_3
1635,566,The photographer will go to any country that recovers from the pandemic.,The photographer will be going to any country that recovers from the pandemic.,True,1_RC_ambig_3
1636,567,A musician I know played with a band that had lost its biggest fan base.,A musician I know was playing with a band that had lost its biggest fan base.,True,1_RC_ambig_3
1637,568,A violinist I know joined a chamber orchestra that had lost its biggest fan base.,A violinist I know was joining a chamber orchestra that had lost its biggest fan base.,True,1_RC_ambig_3
1638,569,A pianist I know listened to a band that had lost its biggest fan base.,A pianist I know was listening to a band that had lost its biggest fan base.,True,1_RC_ambig_3
1639,570,A pianist I know joined a band that had lost its biggest fan base.,A pianist I know was joining a band that had lost its biggest fan base.,True,1_RC_ambig_3
1640,571,A violinist I know played with a chamber orchestra that had lost its biggest fan base.,A violinist I know was playing with a chamber orchestra that had lost its biggest fan base.,True,1_RC_ambig_3
1641,572,A violinist I know joined a band that had lost its biggest fan base.,A violinist I know was joining a band that had lost its biggest fan base.,True,1_RC_ambig_3
1642,573,A pianist I know played with a band that had lost its biggest fan base.,A pianist I know was playing with a band that had lost its biggest fan base.,True,1_RC_ambig_3
1643,574,A pianist I know played with a chamber orchestra that had lost its biggest fan base.,A pianist I know was playing with a chamber orchestra that had lost its biggest fan base.,True,1_RC_ambig_3
1644,575,A musician I know played with a chamber orchestra that had lost its biggest fan base.,A musician I know was playing with a chamber orchestra that had lost its biggest fan base.,True,1_RC_ambig_3
1645,576,A violinist I know joined an orchestra that had lost its biggest fan base.,A violinist I know was joining an orchestra that had lost its biggest fan base.,True,1_RC_ambig_3
1646,577,A pianist I know listened to a chamber orchestra that had lost its biggest fan base.,A pianist I know was listening to a chamber orchestra that had lost its biggest fan base.,True,1_RC_ambig_3
1647,578,A musician I know played with an orchestra that had lost its biggest fan base.,A musician I know was playing with an orchestra that had lost its biggest fan base.,True,1_RC_ambig_3
1648,579,A musician I know joined an orchestra that had lost its biggest fan base.,A musician I know was joining an orchestra that had lost its biggest fan base.,True,1_RC_ambig_3
1649,580,A violinist I know listened to an orchestra that had lost its biggest fan base.,A violinist I know was listening to an orchestra that had lost its biggest fan base.,True,1_RC_ambig_3
1650,581,A musician I know joined a chamber orchestra that had lost its biggest fan base.,A musician I know was joining a chamber orchestra that had lost its biggest fan base.,True,1_RC_ambig_3
1651,582,A violinist I know listened to a chamber orchestra that had lost its biggest fan base.,A violinist I know was listening to a chamber orchestra that had lost its biggest fan base.,True,1_RC_ambig_3
1652,583,A musician I know listened to a band that had lost its biggest fan base.,A musician I know was listening to a band that had lost its biggest fan base.,True,1_RC_ambig_3
1653,584,A musician I know joined a band that had lost its biggest fan base.,A musician I know was joining a band that had lost its biggest fan base.,True,1_RC_ambig_3
1654,585,A musician I know listened to a chamber orchestra that had lost its biggest fan base.,A musician I know was listening to a chamber orchestra that had lost its biggest fan base.,True,1_RC_ambig_3
1655,586,A violinist I know played with a band that had lost its biggest fan base.,A violinist I know was playing with a band that had lost its biggest fan base.,True,1_RC_ambig_3
1656,587,A violinist I know played with an orchestra that had lost its biggest fan base.,A violinist I know was playing with an orchestra that had lost its biggest fan base.,True,1_RC_ambig_3
1657,588,A pianist I know played with an orchestra that had lost its biggest fan base.,A pianist I know was playing with an orchestra that had lost its biggest fan base.,True,1_RC_ambig_3
1658,589,A pianist I know joined an orchestra that had lost its biggest fan base.,A pianist I know was joining an orchestra that had lost its biggest fan base.,True,1_RC_ambig_3
1659,590,A musician I know listened to an orchestra that had lost its biggest fan base.,A musician I know was listening to an orchestra that had lost its biggest fan base.,True,1_RC_ambig_3
1660,591,A violinist I know listened to a band that had lost its biggest fan base.,A violinist I know was listening to a band that had lost its biggest fan base.,True,1_RC_ambig_3
1661,592,A pianist I know joined a chamber orchestra that had lost its biggest fan base.,A pianist I know was joining a chamber orchestra that had lost its biggest fan base.,True,1_RC_ambig_3
1662,593,A pianist I know listened to an orchestra that had lost its biggest fan base.,A pianist I know was listening to an orchestra that had lost its biggest fan base.,True,1_RC_ambig_3
1663,594,The student might solve a problem that has puzzled thousands of researchers.,The student might be solving a problem that has puzzled thousands of researchers.,True,1_RC_ambig_3
1664,595,The group might mention a question that has puzzled thousands of researchers.,The group might be mentioning a question that has puzzled thousands of researchers.,True,1_RC_ambig_3
1665,596,The student might work on a question that has puzzled thousands of researchers.,The student might be working on a question that has puzzled thousands of researchers.,True,1_RC_ambig_3
1666,597,The team might work on a problem that has puzzled thousands of researchers.,The team might be working on a problem that has puzzled thousands of researchers.,True,1_RC_ambig_3
1667,598,The student might mention a topic that has puzzled thousands of researchers.,The student might be mentioning a topic that has puzzled thousands of researchers.,True,1_RC_ambig_3
1668,599,The team might solve a problem that has puzzled thousands of researchers.,The team might be solving a problem that has puzzled thousands of researchers.,True,1_RC_ambig_3
1669,600,The team might mention a problem that has puzzled thousands of researchers.,The team might be mentioning a problem that has puzzled thousands of researchers.,True,1_RC_ambig_3
1670,601,The student might solve a topic that has puzzled thousands of researchers.,The student might be solving a topic that has puzzled thousands of researchers.,True,1_RC_ambig_3
1671,602,The student might mention a question that has puzzled thousands of researchers.,The student might be mentioning a question that has puzzled thousands of researchers.,True,1_RC_ambig_3
1672,603,The team might work on a question that has puzzled thousands of researchers.,The team might be working on a question that has puzzled thousands of researchers.,True,1_RC_ambig_3
1673,604,The student might solve a question that has puzzled thousands of researchers.,The student might be solving a question that has puzzled thousands of researchers.,True,1_RC_ambig_3
1674,605,The group might solve a problem that has puzzled thousands of researchers.,The group might be solving a problem that has puzzled thousands of researchers.,True,1_RC_ambig_3
1675,606,The student might mention a problem that has puzzled thousands of researchers.,The student might be mentioning a problem that has puzzled thousands of researchers.,True,1_RC_ambig_3
1676,607,The group might solve a question that has puzzled thousands of researchers.,The group might be solving a question that has puzzled thousands of researchers.,True,1_RC_ambig_3
1677,608,The student might work on a problem that has puzzled thousands of researchers.,The student might be working on a problem that has puzzled thousands of researchers.,True,1_RC_ambig_3
1678,609,The group might mention a problem that has puzzled thousands of researchers.,The group might be mentioning a problem that has puzzled thousands of researchers.,True,1_RC_ambig_3
1679,610,The team might mention a topic that has puzzled thousands of researchers.,The team might be mentioning a topic that has puzzled thousands of researchers.,True,1_RC_ambig_3
1680,611,The team might work on a topic that has puzzled thousands of researchers.,The team might be working on a topic that has puzzled thousands of researchers.,True,1_RC_ambig_3
1681,612,The group might work on a topic that has puzzled thousands of researchers.,The group might be working on a topic that has puzzled thousands of researchers.,True,1_RC_ambig_3
1682,613,The group might work on a problem that has puzzled thousands of researchers.,The group might be working on a problem that has puzzled thousands of researchers.,True,1_RC_ambig_3
1683,614,The team might mention a question that has puzzled thousands of researchers.,The team might be mentioning a question that has puzzled thousands of researchers.,True,1_RC_ambig_3
1684,615,The group might solve a topic that has puzzled thousands of researchers.,The group might be solving a topic that has puzzled thousands of researchers.,True,1_RC_ambig_3
1685,616,The group might mention a topic that has puzzled thousands of researchers.,The group might be mentioning a topic that has puzzled thousands of researchers.,True,1_RC_ambig_3
1686,617,The group might work on a question that has puzzled thousands of researchers.,The group might be working on a question that has puzzled thousands of researchers.,True,1_RC_ambig_3
1687,618,The team might solve a question that has puzzled thousands of researchers.,The team might be solving a question that has puzzled thousands of researchers.,True,1_RC_ambig_3
1688,619,The team might solve a topic that has puzzled thousands of researchers.,The team might be solving a topic that has puzzled thousands of researchers.,True,1_RC_ambig_3
1689,620,The student might work on a topic that has puzzled thousands of researchers.,The student might be working on a topic that has puzzled thousands of researchers.,True,1_RC_ambig_3
1690,621,The journalist write about a case of corruption that had benefited a number of politicians.,The journalist was writing about a case of corruption that had benefited a number of politicians.,True,1_RC_ambig_3
1691,622,Lewis exposing a case of corruption that had benefited a number of politicians.,Lewis was exposing a case of corruption that had benefited a number of politicians.,True,1_RC_ambig_3
1692,623,The journalist reported an illegal business that had benefited a number of politicians.,The journalist was reporting an illegal business that had benefited a number of politicians.,True,1_RC_ambig_3
1693,624,The reporter write about an illegal business that had benefited a number of politicians.,The reporter was writing about an illegal business that had benefited a number of politicians.,True,1_RC_ambig_3
1694,625,The reporter reported a case of corruption that had benefited a number of politicians.,The reporter was reporting a case of corruption that had benefited a number of politicians.,True,1_RC_ambig_3
1695,626,The reporter exposing a business that had benefited a number of politicians.,The reporter was exposing a business that had benefited a number of politicians.,True,1_RC_ambig_3
1696,627,The journalist exposing a business that had benefited a number of politicians.,The journalist was exposing a business that had benefited a number of politicians.,True,1_RC_ambig_3
1697,628,The journalist exposing an illegal business that had benefited a number of politicians.,The journalist was exposing an illegal business that had benefited a number of politicians.,True,1_RC_ambig_3
1698,629,The reporter exposing a case of corruption that had benefited a number of politicians.,The reporter was exposing a case of corruption that had benefited a number of politicians.,True,1_RC_ambig_3
1699,630,Lewis write about a business that had benefited a number of politicians.,Lewis was writing about a business that had benefited a number of politicians.,True,1_RC_ambig_3
1700,631,Lewis reported a case of corruption that had benefited a number of politicians.,Lewis was reporting a case of corruption that had benefited a number of politicians.,True,1_RC_ambig_3
1701,632,The journalist write about a business that had benefited a number of politicians.,The journalist was writing about a business that had benefited a number of politicians.,True,1_RC_ambig_3
1702,633,The reporter reported an illegal business that had benefited a number of politicians.,The reporter was reporting an illegal business that had benefited a number of politicians.,True,1_RC_ambig_3
1703,634,Lewis write about a case of corruption that had benefited a number of politicians.,Lewis was writing about a case of corruption that had benefited a number of politicians.,True,1_RC_ambig_3
1704,635,Lewis exposing a business that had benefited a number of politicians.,Lewis was exposing a business that had benefited a number of politicians.,True,1_RC_ambig_3
1705,636,The journalist write about an illegal business that had benefited a number of politicians.,The journalist was writing about an illegal business that had benefited a number of politicians.,True,1_RC_ambig_3
1706,637,Lewis write about an illegal business that had benefited a number of politicians.,Lewis was writing about an illegal business that had benefited a number of politicians.,True,1_RC_ambig_3
1707,638,The journalist reported a business that had benefited a number of politicians.,The journalist was reporting a business that had benefited a number of politicians.,True,1_RC_ambig_3
1708,639,The journalist exposing a case of corruption that had benefited a number of politicians.,The journalist was exposing a case of corruption that had benefited a number of politicians.,True,1_RC_ambig_3
1709,640,Lewis exposing an illegal business that had benefited a number of politicians.,Lewis was exposing an illegal business that had benefited a number of politicians.,True,1_RC_ambig_3
1710,641,The journalist reported a case of corruption that had benefited a number of politicians.,The journalist was reporting a case of corruption that had benefited a number of politicians.,True,1_RC_ambig_3
1711,642,The reporter reported a business that had benefited a number of politicians.,The reporter was reporting a business that had benefited a number of politicians.,True,1_RC_ambig_3
1712,643,The reporter write about a business that had benefited a number of politicians.,The reporter was writing about a business that had benefited a number of politicians.,True,1_RC_ambig_3
1713,644,Lewis reported a business that had benefited a number of politicians.,Lewis was reporting a business that had benefited a number of politicians.,True,1_RC_ambig_3
1714,645,Lewis reported an illegal business that had benefited a number of politicians.,Lewis was reporting an illegal business that had benefited a number of politicians.,True,1_RC_ambig_3
1715,646,The reporter exposing an illegal business that had benefited a number of politicians.,The reporter was exposing an illegal business that had benefited a number of politicians.,True,1_RC_ambig_3
1716,647,The reporter write about a case of corruption that had benefited a number of politicians.,The reporter was writing about a case of corruption that had benefited a number of politicians.,True,1_RC_ambig_3
1717,0,The notion that Congress would function surprises me.,The notion that Congress would function is surprising me.,False,CP_noun_unambig_1
1718,1,The notion that the Senate doesn't fight seems unlikely to me.,The notion that the Senate doesn't fight is seeming unlikely to me.,False,CP_noun_unambig_1
1719,2,The notion that Congress agrees makes me laugh.,The notion that Congress agrees is making me laugh.,False,CP_noun_unambig_1
1720,3,The notion that Congress doesn't fight surprises me.,The notion that Congress doesn't fight is surprising me.,False,CP_noun_unambig_1
1721,4,The notion that Congress agrees seems unlikely to me.,The notion that Congress agrees is seeming unlikely to me.,False,CP_noun_unambig_1
1722,5,The notion that the US House of Representatives doesn't fight surprises me.,The notion that the US House of Representatives doesn't fight is surprising me.,False,CP_noun_unambig_1
1723,6,The notion that Congress doesn't fight makes me laugh.,The notion that Congress doesn't fight is making me laugh.,False,CP_noun_unambig_1
1724,7,The notion that the Senate would function seems unlikely to me.,The notion that the Senate would function is seeming unlikely to me.,False,CP_noun_unambig_1
1725,8,The notion that the US House of Representatives doesn't fight makes me laugh.,The notion that the US House of Representatives doesn't fight is making me laugh.,False,CP_noun_unambig_1
1726,9,The notion that the Senate would function surprises me.,The notion that the Senate would function is surprising me.,False,CP_noun_unambig_1
1727,10,The notion that the US House of Representatives doesn't fight seems unlikely to me.,The notion that the US House of Representatives doesn't fight is seeming unlikely to me.,False,CP_noun_unambig_1
1728,11,The notion that Congress agrees surprises me.,The notion that Congress agrees is surprising me.,False,CP_noun_unambig_1
1729,12,The notion that the Senate agrees seems unlikely to me.,The notion that the Senate agrees is seeming unlikely to me.,False,CP_noun_unambig_1
1730,13,The notion that Congress doesn't fight seems unlikely to me.,The notion that Congress doesn't fight is seeming unlikely to me.,False,CP_noun_unambig_1
1731,14,The notion that the US House of Representatives agrees makes me laugh.,The notion that the US House of Representatives agrees is making me laugh.,False,CP_noun_unambig_1
1732,15,The notion that the Senate agrees makes me laugh.,The notion that the Senate agrees is making me laugh.,False,CP_noun_unambig_1
1733,16,The notion that Congress would function seems unlikely to me.,The notion that Congress would function is seeming unlikely to me.,False,CP_noun_unambig_1
1734,17,The notion that Congress would function makes me laugh.,The notion that Congress would function is making me laugh.,False,CP_noun_unambig_1
1735,18,The notion that the US House of Representatives would function makes me laugh.,The notion that the US House of Representatives would function is making me laugh.,False,CP_noun_unambig_1
1736,19,The notion that the US House of Representatives would function surprises me.,The notion that the US House of Representatives would function is surprising me.,False,CP_noun_unambig_1
1737,20,The notion that the Senate doesn't fight surprises me.,The notion that the Senate doesn't fight is surprising me.,False,CP_noun_unambig_1
1738,21,The notion that the Senate agrees surprises me.,The notion that the Senate agrees is surprising me.,False,CP_noun_unambig_1
1739,22,The notion that the US House of Representatives would function seems unlikely to me.,The notion that the US House of Representatives would function is seeming unlikely to me.,False,CP_noun_unambig_1
1740,23,The notion that the US House of Representatives agrees surprises me.,The notion that the US House of Representatives agrees is surprising me.,False,CP_noun_unambig_1
1741,24,The notion that the Senate doesn't fight makes me laugh.,The notion that the Senate doesn't fight is making me laugh.,False,CP_noun_unambig_1
1742,25,The notion that the Senate would function makes me laugh.,The notion that the Senate would function is making me laugh.,False,CP_noun_unambig_1
1743,26,The notion that the US House of Representatives agrees seems unlikely to me.,The notion that the US House of Representatives agrees is seeming unlikely to me.,False,CP_noun_unambig_1
1744,27,The news that outer space visitors will invade us makes me surprised.,The news that outer space visitors will invade us is making me surprised.,False,CP_noun_unambig_1
1745,28,The news that aliens arrived makes me surprised.,The news that aliens arrived is making me surprised.,False,CP_noun_unambig_1
1746,29,The news that outer space visitors have arrived spreads in the country.,The news that outer space visitors have arrived is spreading in the country.,False,CP_noun_unambig_1
1747,30,The news that aliens arrived spreads in the country.,The news that aliens arrived is spreading in the country.,False,CP_noun_unambig_1
1748,31,The news that aliens will invade us spreads in the country.,The news that aliens will invade us is spreading in the country.,False,CP_noun_unambig_1
1749,32,The news that outer space visitors will invade us spreads in the country.,The news that outer space visitors will invade us is spreading in the country.,False,CP_noun_unambig_1
1750,33,The news that outer space visitors will invade us prevails.,The news that outer space visitors will invade us is prevailing.,False,CP_noun_unambig_1
1751,34,The news that outer space visitors have arrived prevails.,The news that outer space visitors have arrived is prevailing.,False,CP_noun_unambig_1
1752,35,The news that alien aircrafts will invade us spreads in the country.,The news that alien aircrafts will invade us is spreading in the country.,False,CP_noun_unambig_1
1753,36,The news that outer space visitors arrived prevails.,The news that outer space visitors arrived is prevailing.,False,CP_noun_unambig_1
1754,37,The news that aliens will invade us makes me surprised.,The news that aliens will invade us is making me surprised.,False,CP_noun_unambig_1
1755,38,The news that outer space visitors arrived spreads in the country.,The news that outer space visitors arrived is spreading in the country.,False,CP_noun_unambig_1
1756,39,The news that outer space visitors arrived makes me surprised.,The news that outer space visitors arrived is making me surprised.,False,CP_noun_unambig_1
1757,40,The news that alien aircrafts arrived spreads in the country.,The news that alien aircrafts arrived is spreading in the country.,False,CP_noun_unambig_1
1758,41,The news that aliens will invade us prevails.,The news that aliens will invade us is prevailing.,False,CP_noun_unambig_1
1759,42,The news that alien aircrafts have arrived makes me surprised.,The news that alien aircrafts have arrived is making me surprised.,False,CP_noun_unambig_1
1760,43,The news that aliens have arrived makes me surprised.,The news that aliens have arrived is making me surprised.,False,CP_noun_unambig_1
1761,44,The news that alien aircrafts arrived prevails.,The news that alien aircrafts arrived is prevailing.,False,CP_noun_unambig_1
1762,45,The news that aliens arrived prevails.,The news that aliens arrived is prevailing.,False,CP_noun_unambig_1
1763,46,The news that alien aircrafts will invade us makes me surprised.,The news that alien aircrafts will invade us is making me surprised.,False,CP_noun_unambig_1
1764,47,The news that aliens have arrived prevails.,The news that aliens have arrived is prevailing.,False,CP_noun_unambig_1
1765,48,The news that alien aircrafts have arrived prevails.,The news that alien aircrafts have arrived is prevailing.,False,CP_noun_unambig_1
1766,49,The news that alien aircrafts have arrived spreads in the country.,The news that alien aircrafts have arrived is spreading in the country.,False,CP_noun_unambig_1
1767,50,The news that outer space visitors have arrived makes me surprised.,The news that outer space visitors have arrived is making me surprised.,False,CP_noun_unambig_1
1768,51,The news that alien aircrafts will invade us prevails.,The news that alien aircrafts will invade us is prevailing.,False,CP_noun_unambig_1
1769,52,The news that aliens have arrived spreads in the country.,The news that aliens have arrived is spreading in the country.,False,CP_noun_unambig_1
1770,53,The news that alien aircrafts arrived makes me surprised.,The news that alien aircrafts arrived is making me surprised.,False,CP_noun_unambig_1
1771,54,The story that the prince tried his best to fight the monster made the author famous.,The story that the prince tried his best to fight the monster was making the author famous.,False,CP_noun_unambig_1
1772,55,The story that the knight tried hard to fight the enemies made the author a millionaire.,The story that the knight tried hard to fight the enemies was making the author a millionaire.,False,CP_noun_unambig_1
1773,56,The story that the prince tried his best to save the princess made the author famous.,The story that the prince tried his best to save the princess was making the author famous.,False,CP_noun_unambig_1
1774,57,The story that the prince tried his best to fight the monster made the author a millionaire.,The story that the prince tried his best to fight the monster was making the author a millionaire.,False,CP_noun_unambig_1
1775,58,The story that the young man tried hard to fight the enemies attracts a lot of kids.,The story that the young man tried hard to fight the enemies is attracting a lot of kids.,False,CP_noun_unambig_1
1776,59,The story that the knight tried his best to save the princess made the author a millionaire.,The story that the knight tried his best to save the princess was making the author a millionaire.,False,CP_noun_unambig_1
1777,60,The story that the young man tried his best to fight the monster made the author a millionaire.,The story that the young man tried his best to fight the monster was making the author a millionaire.,False,CP_noun_unambig_1
1778,61,The story that the young man tried his best to save the princess made the author a millionaire.,The story that the young man tried his best to save the princess was making the author a millionaire.,False,CP_noun_unambig_1
1779,62,The story that the young man tried hard to fight the enemies made the author famous.,The story that the young man tried hard to fight the enemies was making the author famous.,False,CP_noun_unambig_1
1780,63,The story that the knight tried hard to fight the enemies attracts a lot of kids.,The story that the knight tried hard to fight the enemies is attracting a lot of kids.,False,CP_noun_unambig_1
1781,64,The story that the prince tried hard to fight the enemies made the author a millionaire.,The story that the prince tried hard to fight the enemies was making the author a millionaire.,False,CP_noun_unambig_1
1782,65,The story that the prince tried hard to fight the enemies attracts a lot of kids.,The story that the prince tried hard to fight the enemies is attracting a lot of kids.,False,CP_noun_unambig_1
1783,66,The story that the knight tried his best to fight the monster attracts a lot of kids.,The story that the knight tried his best to fight the monster is attracting a lot of kids.,False,CP_noun_unambig_1
1784,67,The story that the knight tried his best to fight the monster made the author a millionaire.,The story that the knight tried his best to fight the monster was making the author a millionaire.,False,CP_noun_unambig_1
1785,68,The story that the young man tried his best to save the princess made the author famous.,The story that the young man tried his best to save the princess was making the author famous.,False,CP_noun_unambig_1
1786,69,The story that the knight tried his best to save the princess made the author famous.,The story that the knight tried his best to save the princess was making the author famous.,False,CP_noun_unambig_1
1787,70,The story that the young man tried his best to fight the monster attracts a lot of kids.,The story that the young man tried his best to fight the monster is attracting a lot of kids.,False,CP_noun_unambig_1
1788,71,The story that the prince tried his best to save the princess attracts a lot of kids.,The story that the prince tried his best to save the princess is attracting a lot of kids.,False,CP_noun_unambig_1
1789,72,The story that the prince tried his best to save the princess made the author a millionaire.,The story that the prince tried his best to save the princess was making the author a millionaire.,False,CP_noun_unambig_1
1790,73,The story that the knight tried his best to save the princess attracts a lot of kids.,The story that the knight tried his best to save the princess is attracting a lot of kids.,False,CP_noun_unambig_1
1791,74,The story that the young man tried hard to fight the enemies made the author a millionaire.,The story that the young man tried hard to fight the enemies was making the author a millionaire.,False,CP_noun_unambig_1
1792,75,The story that the young man tried his best to fight the monster made the author famous.,The story that the young man tried his best to fight the monster was making the author famous.,False,CP_noun_unambig_1
1793,76,The story that the young man tried his best to save the princess attracts a lot of kids.,The story that the young man tried his best to save the princess is attracting a lot of kids.,False,CP_noun_unambig_1
1794,77,The story that the knight tried hard to fight the enemies made the author famous.,The story that the knight tried hard to fight the enemies was making the author famous.,False,CP_noun_unambig_1
1795,78,The story that the knight tried his best to fight the monster made the author famous.,The story that the knight tried his best to fight the monster was making the author famous.,False,CP_noun_unambig_1
1796,79,The story that the prince tried his best to fight the monster attracts a lot of kids.,The story that the prince tried his best to fight the monster is attracting a lot of kids.,False,CP_noun_unambig_1
1797,80,The story that the prince tried hard to fight the enemies made the author famous.,The story that the prince tried hard to fight the enemies was making the author famous.,False,CP_noun_unambig_1
1798,81,A juicy piece of gossip that Congress will demobilize the army has spread everywhere.,A juicy piece of gossip that Congress will demobilize the army has been spreading everywhere.,False,CP_noun_unambig_1
1799,82,A juicy piece of gossip that the government will cut the education budget strikes me as impossible.,A juicy piece of gossip that the government will cut the education budget is striking me as impossible.,False,CP_noun_unambig_1
1800,83,A juicy piece of gossip that the government will demobilize the army strikes me as impossible.,A juicy piece of gossip that the government will demobilize the army is striking me as impossible.,False,CP_noun_unambig_1
1801,84,A juicy piece of gossip that Congress will cut the education budget strikes me as impossible.,A juicy piece of gossip that Congress will cut the education budget is striking me as impossible.,False,CP_noun_unambig_1
1802,85,A juicy piece of gossip that the president will demobilize the army strikes me as impossible.,A juicy piece of gossip that the president will demobilize the army is striking me as impossible.,False,CP_noun_unambig_1
1803,86,A juicy piece of gossip that the president will demobilize the army has spread everywhere.,A juicy piece of gossip that the president will demobilize the army has been spreading everywhere.,False,CP_noun_unambig_1
1804,87,A juicy piece of gossip that the president will cut the education budget has spread everywhere.,A juicy piece of gossip that the president will cut the education budget has been spreading everywhere.,False,CP_noun_unambig_1
1805,88,A juicy piece of gossip that the president will cut the education budget strikes me as unlikely.,A juicy piece of gossip that the president will cut the education budget is striking me as unlikely.,False,CP_noun_unambig_1
