,pair_ID,a,b,ambiguous,template
248,248,The congressperson campaigned for the seat she occupied.,The congressperson was campaigning for the seat she occupied.,True,1_RC_ambig_2
249,249,The MP fought for the office she defended.,The MP was fighting for the office she defended.,True,1_RC_ambig_2
250,250,The MP fought for the office he defended.,The MP was fighting for the office he defended.,True,1_RC_ambig_2
251,251,The legislator fought for the office she occupied.,The legislator was fighting for the office she occupied.,True,1_RC_ambig_2
252,252,The MP campaigned for the seat she defended.,The MP was campaigning for the seat she defended.,True,1_RC_ambig_2
253,253,The politician campaigned for the seat he occupied.,The politician was campaigning for the seat he occupied.,True,1_RC_ambig_2
254,254,The MP fought for the seat she occupied.,The MP was fighting for the seat she occupied.,True,1_RC_ambig_2
255,255,The congressperson fought for the seat she occupied.,The congressperson was fighting for the seat she occupied.,True,1_RC_ambig_2
256,256,The legislator fought for the office he defended.,The legislator was fighting for the office he defended.,True,1_RC_ambig_2
257,257,The MP fought for the office she occupied.,The MP was fighting for the office she occupied.,True,1_RC_ambig_2
258,258,The senator fought for the office he defended.,The senator was fighting for the office he defended.,True,1_RC_ambig_2
259,259,The congressperson fought for the seat he defended.,The congressperson was fighting for the seat he defended.,True,1_RC_ambig_2
260,260,The senator campaigned for the office she defended.,The senator was campaigning for the office she defended.,True,1_RC_ambig_2
261,261,The senator campaigned for the seat she occupied.,The senator was campaigning for the seat she occupied.,True,1_RC_ambig_2
262,262,The politician fought for the seat he defended.,The politician was fighting for the seat he defended.,True,1_RC_ambig_2
263,263,The congressperson fought for the office he occupied.,The congressperson was fighting for the office he occupied.,True,1_RC_ambig_2
264,264,The legislator fought for the office she defended.,The legislator was fighting for the office she defended.,True,1_RC_ambig_2
265,265,The politician campaigned for the seat she defended.,The politician was campaigning for the seat she defended.,True,1_RC_ambig_2
266,266,The governor fought for the office she occupied.,The governor was fighting for the office she occupied.,True,1_RC_ambig_2
267,267,The politician fought for the office she occupied.,The politician was fighting for the office she occupied.,True,1_RC_ambig_2
268,268,The MP fought for the seat he defended.,The MP was fighting for the seat he defended.,True,1_RC_ambig_2
269,269,The MP fought for the seat he occupied.,The MP was fighting for the seat he occupied.,True,1_RC_ambig_2
270,270,The congressperson campaigned for the office she occupied.,The congressperson was campaigning for the office she occupied.,True,1_RC_ambig_2
271,271,The legislator campaigned for the seat he occupied.,The legislator was campaigning for the seat he occupied.,True,1_RC_ambig_2
272,272,The governor fought for the office she defended.,The governor was fighting for the office she defended.,True,1_RC_ambig_2
273,273,The congressperson campaigned for the office he occupied.,The congressperson was campaigning for the office he occupied.,True,1_RC_ambig_2
274,274,The senator fought for the office she defended.,The senator was fighting for the office she defended.,True,1_RC_ambig_2
275,275,The legislator fought for the seat she defended.,The legislator was fighting for the seat she defended.,True,1_RC_ambig_2
276,276,The legislator campaigned for the office he occupied.,The legislator was campaigning for the office he occupied.,True,1_RC_ambig_2
277,277,The congressperson campaigned for the seat she defended.,The congressperson was campaigning for the seat she defended.,True,1_RC_ambig_2
278,278,The governor campaigned for the office she occupied.,The governor was campaigning for the office she occupied.,True,1_RC_ambig_2
279,279,The congressperson campaigned for the seat he defended.,The congressperson was campaigning for the seat he defended.,True,1_RC_ambig_2
280,280,The politician campaigned for the seat he defended.,The politician was campaigning for the seat he defended.,True,1_RC_ambig_2
281,281,The MP fought for the office he occupied.,The MP was fighting for the office he occupied.,True,1_RC_ambig_2
282,282,The governor fought for the seat she occupied.,The governor was fighting for the seat she occupied.,True,1_RC_ambig_2
283,283,The legislator fought for the office he occupied.,The legislator was fighting for the office he occupied.,True,1_RC_ambig_2
284,284,The legislator campaigned for the office she defended.,The legislator was campaigning for the office she defended.,True,1_RC_ambig_2
285,285,The congressperson fought for the office she occupied.,The congressperson was fighting for the office she occupied.,True,1_RC_ambig_2
286,286,The MP campaigned for the seat he defended.,The MP was campaigning for the seat he defended.,True,1_RC_ambig_2
287,287,The politician fought for the seat she occupied.,The politician was fighting for the seat she occupied.,True,1_RC_ambig_2
288,288,The MP campaigned for the office he occupied.,The MP was campaigning for the office he occupied.,True,1_RC_ambig_2
289,289,The senator fought for the seat he occupied.,The senator was fighting for the seat he occupied.,True,1_RC_ambig_2
290,290,The senator campaigned for the seat he occupied.,The senator was campaigning for the seat he occupied.,True,1_RC_ambig_2
291,291,The governor campaigned for the seat he occupied.,The governor was campaigning for the seat he occupied.,True,1_RC_ambig_2
292,292,The governor campaigned for the seat he defended.,The governor was campaigning for the seat he defended.,True,1_RC_ambig_2
293,293,The legislator campaigned for the seat he defended.,The legislator was campaigning for the seat he defended.,True,1_RC_ambig_2
294,294,The politician fought for the office she defended.,The politician was fighting for the office she defended.,True,1_RC_ambig_2
295,295,The governor fought for the office he occupied.,The governor was fighting for the office he occupied.,True,1_RC_ambig_2
296,296,The senator fought for the seat she occupied.,The senator was fighting for the seat she occupied.,True,1_RC_ambig_2
297,297,The MP campaigned for the office he defended.,The MP was campaigning for the office he defended.,True,1_RC_ambig_2
298,298,The senator campaigned for the office she occupied.,The senator was campaigning for the office she occupied.,True,1_RC_ambig_2
299,299,The politician campaigned for the office he defended.,The politician was campaigning for the office he defended.,True,1_RC_ambig_2
300,300,The congressperson campaigned for the office he defended.,The congressperson was campaigning for the office he defended.,True,1_RC_ambig_2
301,301,The MP campaigned for the office she occupied.,The MP was campaigning for the office she occupied.,True,1_RC_ambig_2
302,302,The senator fought for the office he occupied.,The senator was fighting for the office he occupied.,True,1_RC_ambig_2
303,303,The legislator campaigned for the office he defended.,The legislator was campaigning for the office he defended.,True,1_RC_ambig_2
304,304,The governor campaigned for the office he occupied.,The governor was campaigning for the office he occupied.,True,1_RC_ambig_2
305,305,The senator fought for the seat she defended.,The senator was fighting for the seat she defended.,True,1_RC_ambig_2
306,306,The politician campaigned for the office she defended.,The politician was campaigning for the office she defended.,True,1_RC_ambig_2
307,307,The congressperson fought for the office he defended.,The congressperson was fighting for the office he defended.,True,1_RC_ambig_2
308,308,The legislator fought for the seat he defended.,The legislator was fighting for the seat he defended.,True,1_RC_ambig_2
309,309,The senator fought for the office she occupied.,The senator was fighting for the office she occupied.,True,1_RC_ambig_2
310,310,The congressperson campaigned for the office she defended.,The congressperson was campaigning for the office she defended.,True,1_RC_ambig_2
311,311,The governor fought for the office he defended.,The governor was fighting for the office he defended.,True,1_RC_ambig_2
312,312,The MP campaigned for the office she defended.,The MP was campaigning for the office she defended.,True,1_RC_ambig_2
313,313,The legislator fought for the seat he occupied.,The legislator was fighting for the seat he occupied.,True,1_RC_ambig_2
314,314,The divorced couple rehashed the same arguments it has had since the kids reached their teens.,The divorced couple was rehashing the same arguments it has had since the kids reached their teens.,True,1_RC_ambig_2
315,315,The married couple debated the same points of conflict it has had since the honeymoon ended.,The married couple was debating the same points of conflict it has had since the honeymoon ended.,True,1_RC_ambig_2
316,316,The married couple rehashed the same minor disagreements it has had since the kids reached their teens.,The married couple was rehashing the same minor disagreements it has had since the kids reached their teens.,True,1_RC_ambig_2
317,317,My family rehashed the same minor disagreements it has had since moving in together.,My family was rehashing the same minor disagreements it has had since moving in together.,True,1_RC_ambig_2
318,318,The married couple debated the same points of conflict it has had since the kids reached their teens.,The married couple was debating the same points of conflict it has had since the kids reached their teens.,True,1_RC_ambig_2
319,319,My family debated the same arguments it has had since the kids reached their teens.,My family was debating the same arguments it has had since the kids reached their teens.,True,1_RC_ambig_2
320,320,The married couple debated the same arguments it has had since moving in together.,The married couple was debating the same arguments it has had since moving in together.,True,1_RC_ambig_2
321,321,My family debated the same points of conflict it has had since the kids reached their teens.,My family was debating the same points of conflict it has had since the kids reached their teens.,True,1_RC_ambig_2
322,322,The divorced couple debated the same points of conflict it has had since moving in together.,The divorced couple was debating the same points of conflict it has had since moving in together.,True,1_RC_ambig_2
323,323,The divorced couple rehashed the same minor disagreements it has had since moving in together.,The divorced couple was rehashing the same minor disagreements it has had since moving in together.,True,1_RC_ambig_2
324,324,The divorced couple rehashed the same points of conflict it has had since the kids reached their teens.,The divorced couple was rehashing the same points of conflict it has had since the kids reached their teens.,True,1_RC_ambig_2
325,325,The divorced couple debated the same minor disagreements it has had since the kids reached their teens.,The divorced couple was debating the same minor disagreements it has had since the kids reached their teens.,True,1_RC_ambig_2
326,326,The married couple debated the same minor disagreements it has had since the honeymoon ended.,The married couple was debating the same minor disagreements it has had since the honeymoon ended.,True,1_RC_ambig_2
327,327,The divorced couple debated the same minor disagreements it has had since the honeymoon ended.,The divorced couple was debating the same minor disagreements it has had since the honeymoon ended.,True,1_RC_ambig_2
328,328,The married couple debated the same arguments it has had since the honeymoon ended.,The married couple was debating the same arguments it has had since the honeymoon ended.,True,1_RC_ambig_2
329,329,The married couple debated the same points of conflict it has had since moving in together.,The married couple was debating the same points of conflict it has had since moving in together.,True,1_RC_ambig_2
330,330,My family rehashed the same points of conflict it has had since the kids reached their teens.,My family was rehashing the same points of conflict it has had since the kids reached their teens.,True,1_RC_ambig_2
331,331,The married couple debated the same minor disagreements it has had since the kids reached their teens.,The married couple was debating the same minor disagreements it has had since the kids reached their teens.,True,1_RC_ambig_2
332,332,The divorced couple rehashed the same minor disagreements it has had since the kids reached their teens.,The divorced couple was rehashing the same minor disagreements it has had since the kids reached their teens.,True,1_RC_ambig_2
333,333,The married couple rehashed the same points of conflict it has had since the kids reached their teens.,The married couple was rehashing the same points of conflict it has had since the kids reached their teens.,True,1_RC_ambig_2
334,334,My family debated the same points of conflict it has had since the honeymoon ended.,My family was debating the same points of conflict it has had since the honeymoon ended.,True,1_RC_ambig_2
335,335,The divorced couple rehashed the same arguments it has had since the honeymoon ended.,The divorced couple was rehashing the same arguments it has had since the honeymoon ended.,True,1_RC_ambig_2
336,336,The married couple debated the same arguments it has had since the kids reached their teens.,The married couple was debating the same arguments it has had since the kids reached their teens.,True,1_RC_ambig_2
337,337,My family rehashed the same minor disagreements it has had since the honeymoon ended.,My family was rehashing the same minor disagreements it has had since the honeymoon ended.,True,1_RC_ambig_2
338,338,My family debated the same minor disagreements it has had since the kids reached their teens.,My family was debating the same minor disagreements it has had since the kids reached their teens.,True,1_RC_ambig_2
339,339,The married couple rehashed the same points of conflict it has had since moving in together.,The married couple was rehashing the same points of conflict it has had since moving in together.,True,1_RC_ambig_2
340,340,My family rehashed the same arguments it has had since moving in together.,My family was rehashing the same arguments it has had since moving in together.,True,1_RC_ambig_2
341,341,The divorced couple debated the same arguments it has had since moving in together.,The divorced couple was debating the same arguments it has had since moving in together.,True,1_RC_ambig_2
342,342,The married couple debated the same minor disagreements it has had since moving in together.,The married couple was debating the same minor disagreements it has had since moving in together.,True,1_RC_ambig_2
343,343,The divorced couple rehashed the same points of conflict it has had since the honeymoon ended.,The divorced couple was rehashing the same points of conflict it has had since the honeymoon ended.,True,1_RC_ambig_2
344,344,My family debated the same points of conflict it has had since moving in together.,My family was debating the same points of conflict it has had since moving in together.,True,1_RC_ambig_2
345,345,The divorced couple debated the same points of conflict it has had since the honeymoon ended.,The divorced couple was debating the same points of conflict it has had since the honeymoon ended.,True,1_RC_ambig_2
346,346,The divorced couple debated the same minor disagreements it has had since moving in together.,The divorced couple was debating the same minor disagreements it has had since moving in together.,True,1_RC_ambig_2
347,347,My family rehashed the same arguments it has had since the kids reached their teens.,My family was rehashing the same arguments it has had since the kids reached their teens.,True,1_RC_ambig_2
348,348,The divorced couple rehashed the same points of conflict it has had since moving in together.,The divorced couple was rehashing the same points of conflict it has had since moving in together.,True,1_RC_ambig_2
349,349,The divorced couple rehashed the same minor disagreements it has had since the honeymoon ended.,The divorced couple was rehashing the same minor disagreements it has had since the honeymoon ended.,True,1_RC_ambig_2
350,350,The married couple rehashed the same minor disagreements it has had since the honeymoon ended.,The married couple was rehashing the same minor disagreements it has had since the honeymoon ended.,True,1_RC_ambig_2
351,351,The divorced couple debated the same points of conflict it has had since the kids reached their teens.,The divorced couple was debating the same points of conflict it has had since the kids reached their teens.,True,1_RC_ambig_2
352,352,The married couple rehashed the same arguments it has had since moving in together.,The married couple was rehashing the same arguments it has had since moving in together.,True,1_RC_ambig_2
353,353,My family debated the same minor disagreements it has had since moving in together.,My family was debating the same minor disagreements it has had since moving in together.,True,1_RC_ambig_2
354,354,The married couple rehashed the same minor disagreements it has had since moving in together.,The married couple was rehashing the same minor disagreements it has had since moving in together.,True,1_RC_ambig_2
355,355,The married couple rehashed the same points of conflict it has had since the honeymoon ended.,The married couple was rehashing the same points of conflict it has had since the honeymoon ended.,True,1_RC_ambig_2
356,356,My family rehashed the same arguments it has had since the honeymoon ended.,My family was rehashing the same arguments it has had since the honeymoon ended.,True,1_RC_ambig_2
357,357,The divorced couple rehashed the same arguments it has had since moving in together.,The divorced couple was rehashing the same arguments it has had since moving in together.,True,1_RC_ambig_2
358,358,My family rehashed the same points of conflict it has had since moving in together.,My family was rehashing the same points of conflict it has had since moving in together.,True,1_RC_ambig_2
359,359,My family debated the same arguments it has had since moving in together.,My family was debating the same arguments it has had since moving in together.,True,1_RC_ambig_2
360,360,The divorced couple debated the same arguments it has had since the honeymoon ended.,The divorced couple was debating the same arguments it has had since the honeymoon ended.,True,1_RC_ambig_2
361,361,My family rehashed the same minor disagreements it has had since the kids reached their teens.,My family was rehashing the same minor disagreements it has had since the kids reached their teens.,True,1_RC_ambig_2
362,362,The married couple rehashed the same arguments it has had since the honeymoon ended.,The married couple was rehashing the same arguments it has had since the honeymoon ended.,True,1_RC_ambig_2
363,363,The divorced couple debated the same arguments it has had since the kids reached their teens.,The divorced couple was debating the same arguments it has had since the kids reached their teens.,True,1_RC_ambig_2
364,364,My family debated the same minor disagreements it has had since the honeymoon ended.,My family was debating the same minor disagreements it has had since the honeymoon ended.,True,1_RC_ambig_2
365,365,My family rehashed the same points of conflict it has had since the honeymoon ended.,My family was rehashing the same points of conflict it has had since the honeymoon ended.,True,1_RC_ambig_2
366,366,My family debated the same arguments it has had since the honeymoon ended.,My family was debating the same arguments it has had since the honeymoon ended.,True,1_RC_ambig_2
367,367,The married couple rehashed the same arguments it has had since the kids reached their teens.,The married couple was rehashing the same arguments it has had since the kids reached their teens.,True,1_RC_ambig_2
368,368,The scientist advocated for the same hygiene measures he recommended.,The scientist was advocating for the same hygiene measures he recommended.,True,1_RC_ambig_2
369,369,The certified medical professional advocated for the same hygiene measures she recommended.,The certified medical professional was advocating for the same hygiene measures she recommended.,True,1_RC_ambig_2
370,370,The certified medical professional called for the same hygiene measures she supported.,The certified medical professional was calling for the same hygiene measures she supported.,True,1_RC_ambig_2
371,371,The epidemiologist advocated for the same measures he supported.,The epidemiologist was advocating for the same measures he supported.,True,1_RC_ambig_2
372,372,The certified medical professional called for the same measures she recommended.,The certified medical professional was calling for the same measures she recommended.,True,1_RC_ambig_2
373,373,The scientist called for the social distancing measures he recommended.,The scientist was calling for the social distancing measures he recommended.,True,1_RC_ambig_2
374,374,The epidemiologist called for the same hygiene measures he supported.,The epidemiologist was calling for the same hygiene measures he supported.,True,1_RC_ambig_2
375,375,The epidemiologist advocated for the social distancing measures he recommended.,The epidemiologist was advocating for the social distancing measures he recommended.,True,1_RC_ambig_2
376,376,The certified medical professional advocated for the same measures she recommended.,The certified medical professional was advocating for the same measures she recommended.,True,1_RC_ambig_2
377,377,The scientist advocated for the same precautions he supported.,The scientist was advocating for the same precautions he supported.,True,1_RC_ambig_2
378,378,The certified medical professional called for the same measures she supported.,The certified medical professional was calling for the same measures she supported.,True,1_RC_ambig_2
379,379,The certified medical professional advocated for the social distancing measures he supported.,The certified medical professional was advocating for the social distancing measures he supported.,True,1_RC_ambig_2
380,380,The scientist advocated for the same measures she recommended.,The scientist was advocating for the same measures she recommended.,True,1_RC_ambig_2
381,381,The epidemiologist called for the same measures he recommended.,The epidemiologist was calling for the same measures he recommended.,True,1_RC_ambig_2
382,382,The certified medical professional called for the same precautions he recommended.,The certified medical professional was calling for the same precautions he recommended.,True,1_RC_ambig_2
383,383,The epidemiologist advocated for the same hygiene measures she supported.,The epidemiologist was advocating for the same hygiene measures she supported.,True,1_RC_ambig_2
384,384,The certified medical professional called for the same precautions she supported.,The certified medical professional was calling for the same precautions she supported.,True,1_RC_ambig_2
385,385,The certified medical professional called for the same hygiene measures he recommended.,The certified medical professional was calling for the same hygiene measures he recommended.,True,1_RC_ambig_2
386,386,The scientist advocated for the same precautions he recommended.,The scientist was advocating for the same precautions he recommended.,True,1_RC_ambig_2
387,387,The epidemiologist called for the same precautions he recommended.,The epidemiologist was calling for the same precautions he recommended.,True,1_RC_ambig_2
388,388,The certified medical professional advocated for the same measures he supported.,The certified medical professional was advocating for the same measures he supported.,True,1_RC_ambig_2
389,389,The certified medical professional called for the same precautions he supported.,The certified medical professional was calling for the same precautions he supported.,True,1_RC_ambig_2
390,390,The scientist advocated for the same hygiene measures she recommended.,The scientist was advocating for the same hygiene measures she recommended.,True,1_RC_ambig_2
391,391,The scientist advocated for the social distancing measures she supported.,The scientist was advocating for the social distancing measures she supported.,True,1_RC_ambig_2
392,392,The certified medical professional advocated for the same measures she supported.,The certified medical professional was advocating for the same measures she supported.,True,1_RC_ambig_2
393,393,The certified medical professional advocated for the same precautions he supported.,The certified medical professional was advocating for the same precautions he supported.,True,1_RC_ambig_2
394,394,The certified medical professional advocated for the same measures he recommended.,The certified medical professional was advocating for the same measures he recommended.,True,1_RC_ambig_2
395,395,The certified medical professional called for the same measures he recommended.,The certified medical professional was calling for the same measures he recommended.,True,1_RC_ambig_2
396,396,The scientist advocated for the same measures she supported.,The scientist was advocating for the same measures she supported.,True,1_RC_ambig_2
397,397,The epidemiologist advocated for the same hygiene measures he supported.,The epidemiologist was advocating for the same hygiene measures he supported.,True,1_RC_ambig_2
398,398,The epidemiologist called for the same measures she recommended.,The epidemiologist was calling for the same measures she recommended.,True,1_RC_ambig_2
399,399,The epidemiologist called for the same measures she supported.,The epidemiologist was calling for the same measures she supported.,True,1_RC_ambig_2
400,400,The epidemiologist advocated for the same precautions he recommended.,The epidemiologist was advocating for the same precautions he recommended.,True,1_RC_ambig_2
401,401,The certified medical professional called for the social distancing measures he supported.,The certified medical professional was calling for the social distancing measures he supported.,True,1_RC_ambig_2
402,402,The epidemiologist called for the social distancing measures she supported.,The epidemiologist was calling for the social distancing measures she supported.,True,1_RC_ambig_2
403,403,The epidemiologist called for the same precautions she recommended.,The epidemiologist was calling for the same precautions she recommended.,True,1_RC_ambig_2
404,404,The epidemiologist called for the social distancing measures he recommended.,The epidemiologist was calling for the social distancing measures he recommended.,True,1_RC_ambig_2
405,405,The epidemiologist called for the same precautions she supported.,The epidemiologist was calling for the same precautions she supported.,True,1_RC_ambig_2
406,406,The scientist called for the same hygiene measures he recommended.,The scientist was calling for the same hygiene measures he recommended.,True,1_RC_ambig_2
407,407,The epidemiologist called for the same measures he supported.,The epidemiologist was calling for the same measures he supported.,True,1_RC_ambig_2
408,408,The epidemiologist advocated for the same precautions she recommended.,The epidemiologist was advocating for the same precautions she recommended.,True,1_RC_ambig_2
409,409,The scientist called for the same hygiene measures she supported.,The scientist was calling for the same hygiene measures she supported.,True,1_RC_ambig_2
410,410,The scientist called for the social distancing measures she supported.,The scientist was calling for the social distancing measures she supported.,True,1_RC_ambig_2
411,411,The scientist advocated for the social distancing measures she recommended.,The scientist was advocating for the social distancing measures she recommended.,True,1_RC_ambig_2
412,412,The scientist called for the same measures he supported.,The scientist was calling for the same measures he supported.,True,1_RC_ambig_2
413,413,The certified medical professional called for the same measures he supported.,The certified medical professional was calling for the same measures he supported.,True,1_RC_ambig_2
414,414,The scientist called for the same precautions he supported.,The scientist was calling for the same precautions he supported.,True,1_RC_ambig_2
415,415,The certified medical professional advocated for the social distancing measures she recommended.,The certified medical professional was advocating for the social distancing measures she recommended.,True,1_RC_ambig_2
416,416,The scientist advocated for the same precautions she supported.,The scientist was advocating for the same precautions she supported.,True,1_RC_ambig_2
417,417,The certified medical professional advocated for the same precautions he recommended.,The certified medical professional was advocating for the same precautions he recommended.,True,1_RC_ambig_2
418,418,The scientist called for the same precautions he recommended.,The scientist was calling for the same precautions he recommended.,True,1_RC_ambig_2
419,419,The epidemiologist advocated for the social distancing measures she recommended.,The epidemiologist was advocating for the social distancing measures she recommended.,True,1_RC_ambig_2
420,420,The epidemiologist called for the social distancing measures she recommended.,The epidemiologist was calling for the social distancing measures she recommended.,True,1_RC_ambig_2
421,421,The certified medical professional called for the same precautions she recommended.,The certified medical professional was calling for the same precautions she recommended.,True,1_RC_ambig_2
422,422,The scientist called for the same measures she recommended.,The scientist was calling for the same measures she recommended.,True,1_RC_ambig_2
423,423,The epidemiologist called for the same hygiene measures she recommended.,The epidemiologist was calling for the same hygiene measures she recommended.,True,1_RC_ambig_2
424,424,The certified medical professional called for the social distancing measures she recommended.,The certified medical professional was calling for the social distancing measures she recommended.,True,1_RC_ambig_2
425,425,The scientist advocated for the same hygiene measures he supported.,The scientist was advocating for the same hygiene measures he supported.,True,1_RC_ambig_2
426,426,The epidemiologist called for the same hygiene measures she supported.,The epidemiologist was calling for the same hygiene measures she supported.,True,1_RC_ambig_2
427,427,The certified medical professional advocated for the same hygiene measures she supported.,The certified medical professional was advocating for the same hygiene measures she supported.,True,1_RC_ambig_2
428,428,The scientist advocated for the social distancing measures he supported.,The scientist was advocating for the social distancing measures he supported.,True,1_RC_ambig_2
429,429,The scientist advocated for the social distancing measures he recommended.,The scientist was advocating for the social distancing measures he recommended.,True,1_RC_ambig_2
430,430,The scientist advocated for the same measures he supported.,The scientist was advocating for the same measures he supported.,True,1_RC_ambig_2
431,431,The epidemiologist advocated for the same measures he recommended.,The epidemiologist was advocating for the same measures he recommended.,True,1_RC_ambig_2
432,432,The certified medical professional advocated for the social distancing measures she supported.,The certified medical professional was advocating for the social distancing measures she supported.,True,1_RC_ambig_2
433,433,The epidemiologist advocated for the social distancing measures she supported.,The epidemiologist was advocating for the social distancing measures she supported.,True,1_RC_ambig_2
434,434,The scientist called for the same precautions she recommended.,The scientist was calling for the same precautions she recommended.,True,1_RC_ambig_2
435,435,The scientist called for the same precautions she supported.,The scientist was calling for the same precautions she supported.,True,1_RC_ambig_2
436,436,The scientist called for the same measures she supported.,The scientist was calling for the same measures she supported.,True,1_RC_ambig_2
437,437,The epidemiologist advocated for the social distancing measures he supported.,The epidemiologist was advocating for the social distancing measures he supported.,True,1_RC_ambig_2
438,438,The certified medical professional called for the same hygiene measures he supported.,The certified medical professional was calling for the same hygiene measures he supported.,True,1_RC_ambig_2
439,439,The epidemiologist called for the same hygiene measures he recommended.,The epidemiologist was calling for the same hygiene measures he recommended.,True,1_RC_ambig_2
440,440,The scientist advocated for the same measures he recommended.,The scientist was advocating for the same measures he recommended.,True,1_RC_ambig_2
441,441,The scientist called for the same hygiene measures he supported.,The scientist was calling for the same hygiene measures he supported.,True,1_RC_ambig_2
442,442,The certified medical professional advocated for the same precautions she recommended.,The certified medical professional was advocating for the same precautions she recommended.,True,1_RC_ambig_2
443,443,The certified medical professional advocated for the same precautions she supported.,The certified medical professional was advocating for the same precautions she supported.,True,1_RC_ambig_2
444,444,The epidemiologist called for the same precautions he supported.,The epidemiologist was calling for the same precautions he supported.,True,1_RC_ambig_2
445,445,The scientist called for the same measures he recommended.,The scientist was calling for the same measures he recommended.,True,1_RC_ambig_2
446,446,The epidemiologist advocated for the same measures she supported.,The epidemiologist was advocating for the same measures she supported.,True,1_RC_ambig_2
447,447,The certified medical professional called for the social distancing measures he recommended.,The certified medical professional was calling for the social distancing measures he recommended.,True,1_RC_ambig_2
448,448,The epidemiologist advocated for the same measures she recommended.,The epidemiologist was advocating for the same measures she recommended.,True,1_RC_ambig_2
449,449,The epidemiologist advocated for the same precautions he supported.,The epidemiologist was advocating for the same precautions he supported.,True,1_RC_ambig_2
450,450,The certified medical professional advocated for the social distancing measures he recommended.,The certified medical professional was advocating for the social distancing measures he recommended.,True,1_RC_ambig_2
451,451,The certified medical professional advocated for the same hygiene measures he recommended.,The certified medical professional was advocating for the same hygiene measures he recommended.,True,1_RC_ambig_2
452,452,The epidemiologist called for the social distancing measures he supported.,The epidemiologist was calling for the social distancing measures he supported.,True,1_RC_ambig_2
453,453,The epidemiologist advocated for the same hygiene measures he recommended.,The epidemiologist was advocating for the same hygiene measures he recommended.,True,1_RC_ambig_2
454,454,The certified medical professional called for the same hygiene measures she recommended.,The certified medical professional was calling for the same hygiene measures she recommended.,True,1_RC_ambig_2
455,455,The epidemiologist advocated for the same hygiene measures she recommended.,The epidemiologist was advocating for the same hygiene measures she recommended.,True,1_RC_ambig_2
456,456,The scientist advocated for the same hygiene measures she supported.,The scientist was advocating for the same hygiene measures she supported.,True,1_RC_ambig_2
457,457,The certified medical professional advocated for the same hygiene measures he supported.,The certified medical professional was advocating for the same hygiene measures he supported.,True,1_RC_ambig_2
458,458,The certified medical professional called for the social distancing measures she supported.,The certified medical professional was calling for the social distancing measures she supported.,True,1_RC_ambig_2
459,459,The scientist called for the social distancing measures he supported.,The scientist was calling for the social distancing measures he supported.,True,1_RC_ambig_2
460,460,The scientist advocated for the same precautions she recommended.,The scientist was advocating for the same precautions she recommended.,True,1_RC_ambig_2
461,461,The scientist called for the social distancing measures she recommended.,The scientist was calling for the social distancing measures she recommended.,True,1_RC_ambig_2
462,462,The scientist called for the same hygiene measures she recommended.,The scientist was calling for the same hygiene measures she recommended.,True,1_RC_ambig_2
463,463,The epidemiologist advocated for the same precautions she supported.,The epidemiologist was advocating for the same precautions she supported.,True,1_RC_ambig_2
464,464,The dancer showed off the same moves she prepared.,The dancer was showing off the same moves she prepared.,True,1_RC_ambig_2
465,465,The supporting dancer off broadway practiced the same old dance steps she prepared.,The supporting dancer off broadway was practicing the same old dance steps she prepared.,True,1_RC_ambig_2
466,466,The ballerina practiced the same moves she learned.,The ballerina was practicing the same moves she learned.,True,1_RC_ambig_2
467,467,The ballerina worked on the same old dance steps she prepared.,The ballerina was working on the same old dance steps she prepared.,True,1_RC_ambig_2
468,468,The ballerina showed off the same old dance steps she prepared.,The ballerina was showing off the same old dance steps she prepared.,True,1_RC_ambig_2
469,469,The supporting dancer off broadway showed off the same old dance steps she learned.,The supporting dancer off broadway was showing off the same old dance steps she learned.,True,1_RC_ambig_2
470,470,The dancer showed off the same old dance steps she learned.,The dancer was showing off the same old dance steps she learned.,True,1_RC_ambig_2
471,471,The supporting dancer off broadway worked on the same old dance steps she prepared.,The supporting dancer off broadway was working on the same old dance steps she prepared.,True,1_RC_ambig_2
472,472,The dancer practiced the same moves she prepared.,The dancer was practicing the same moves she prepared.,True,1_RC_ambig_2
473,473,The ballerina worked on the same moves she prepared.,The ballerina was working on the same moves she prepared.,True,1_RC_ambig_2
474,474,The ballerina worked on the same moves she learned.,The ballerina was working on the same moves she learned.,True,1_RC_ambig_2
475,475,The ballerina practiced the same moves she prepared.,The ballerina was practicing the same moves she prepared.,True,1_RC_ambig_2
476,476,The ballerina practiced the same old dance steps she prepared.,The ballerina was practicing the same old dance steps she prepared.,True,1_RC_ambig_2
477,477,The dancer worked on the same moves she prepared.,The dancer was working on the same moves she prepared.,True,1_RC_ambig_2
478,478,The dancer showed off the same old dance steps she prepared.,The dancer was showing off the same old dance steps she prepared.,True,1_RC_ambig_2
479,479,The ballerina showed off the same moves she prepared.,The ballerina was showing off the same moves she prepared.,True,1_RC_ambig_2
480,480,The supporting dancer off broadway worked on the same moves she learned.,The supporting dancer off broadway was working on the same moves she learned.,True,1_RC_ambig_2
481,481,The dancer worked on the same moves she learned.,The dancer was working on the same moves she learned.,True,1_RC_ambig_2
482,482,The ballerina worked on the same old dance steps she learned.,The ballerina was working on the same old dance steps she learned.,True,1_RC_ambig_2
483,483,The ballerina practiced the same old dance steps she learned.,The ballerina was practicing the same old dance steps she learned.,True,1_RC_ambig_2
